radiculaire	radicular
refonder	refound
horriblement	horribly
séminifère	seminiferous
submerger	flood
horizon	skyline
immixtion	interference
ersatz	ersatz
oiseux	pointless
séquoia	sequoia
fontaine	source
stratigraphique	stratigraphic
lait	food
ludique	fun
désordre	disarray
enchère	bid
brigade	brigade
errant	misguided
reforestation	reforestation
docétisme	docetism
silencieux	silent
absent	absentee
tore	torus
fleurir	flower
stupéfié	amazed
bouton	pimple
dingue	kooky
flexisécurité	flexicurity
étrangement	eerily
métaphore	metaphor
coleta	coleta
enfanter	bear
redémarrer	reboot
monogamie	monogamy
hiatus	hiatus
nova	nova
boson	boson
cultivé	educated
soliste	soloist
conceptualiste	conceptualist
invalidité	disability
cheville	lynchpin
sévère	strict
banane	pompadour
mandrill	mandrill
sujet	theme
turbotrain	turbotrain
litre	liter
apostasie	apostasy
rumen	rumen
bouillabaisse	bouillabaisse
amaretto	amaretto
momentum	momentum
rite	rite
chancel	chancel
buccal	buccal
modelage	modeling
créativité	creativity
cercler	circle
enfoncement	sinking
venue	coming
racème	raceme
chenillette	tankette
bois	wood
décortiquer	shell
aspirée	aspirated
barre	bar
écraser	crush
publicité	advertisement
antipathique	nasty
démesurément	immeasurably
contrer	block
décryptage	decryption
abondant	affluent
homophobe	homophobic
maitresse	teacher
piquant	raciness
versification	poetry
chroniqueur	columnist
salin	saline
astate	astatine
auriculaire	auricular
bavarder	prattle
cerf	stag
manchette	cuff
clochard	tramp
intéressé	interested
sixième	sixth
déportation	deportation
espadon	swordfish
vieux	old
automatisme	automatically
désert	desert
instrumentiste	instrumentalist
découpage	cutting
formellement	expressly
dessin	picture
meubler	furnish
obséquieux	fawning
chevaucher	overlap
tango	tango
vantardise	vaunt
barcarole	barcarole
matricide	matricide
hennir	whinny
bord	shore
hexane	hexane
photophore	photophore
motocross	motocross
mage	wizard
entre	between
semis	sowing
révoquer	revoke
tricératops	triceratops
mutiler	mutilate
assertion	assertion
turbulence	turbulence
tartrazine	tartrazine
fœtus	embryo
clavardage	chat
longboard	longboard
clairvoyance	clairvoyance
pancréatique	pancreatic
avidement	eagerly
enregistrement	registration
lait	milk
métapsychologie	metapsychology
frontière	border
technocratique	technocratic
détenu	detainee
insensible	insensitive
rendre	drive
récipient	recipient
garer	park
site	landmark
alimentaire	alimentary
climat	region
astreinte	penalty
vidéaste	videographer
manne	manna
téléphérique	cableway
épicène	unisex
rébellion	rebellion
étau	vise
audacieux	audacious
genre	male
poissonnerie	fishmonger
nantis	haves
gopura	gopura
venlafaxine	venlafaxine
sanitaire	sanitary
loyer	rent
chansonnier	chansonnier
méridien	meridian
septum	septum
moralité	morality
toxicose	toxicosis
endoparasite	endoparasite
céladon	celadon
suspendre	interrupt
luthier	luthier
cultivable	cultivable
lugubre	gloomy
dose	dose
anthropique	anthropic
vaillance	valor
néanmoins	nonetheless
bureau	desk
argot	argot
tandem	tandem
hypospadias	hypospadias
bouillie	gruel
ajourner	adjourn
mélancolique	melancholic
élémentaire	elementary
balançoire	swing
époxyde	epoxide
ciller	blink
cordialement	regards
revisiter	revisit
amorphe	amorphous
braiment	donkey
maternel	maternal
programmation	programming
décharge	landfill
synesthésie	synesthesia
acarien	mite
rucher	apiary
sociologue	sociologist
associativité	associative
chanvre	hemp
affranchissement	liberation
figer	freeze
fulmar	fulmar
aéronaute	aeronaut
préparatoire	preparatory
catcheur	wrestler
surfacturation	overbilling
quantique	quantum
crosse	lacrosse
barbouze	spook
revue	revue
envouté	bewitched
mentorat	coaching
tiroir	drawer
faste	lavishness
incrémenter	increment
épithélium	epithelium
météorologiste	meteorologist
sabre	sabre
hypernova	hypernova
socket	socket
suture	suture
vibraphone	vibraphone
automatiser	automate
gorgée	gulp
verbalisation	verbalization
gyros	gyro
débogage	debugging
extraordinaire	extraordinary
quiétude	quietness
compatissant	compassionate
confort	comfort
ravager	ravage
consensus	consensus
farthing	farthing
dhole	dhole
inode	inode
suaire	shroud
déclaration	statement
bois	woodwind
couchsurfing	couchsurfing
véhément	vehement
révolutionner	revolutionize
encourager	abet
publiciel	adware
artistique	artistic
glottalisation	glottalization
prévente	presale
faide	feud
hépatocyte	hepatocyte
près	near
phénol	phenol
mosquée	mosque
inclusif	inclusive
yack	yak
vésicule	bladder
carton	cardboard
collaboration	collaboration
bursite	bursitis
impuissant	powerless
escargot	snail
profond	deep
espace	break
zébré	stripy
respectable	respectable
destructif	destructive
miliaire	miliary
euphorbe	spurge
bismillah	basmala
grosse	gross
gendarme	firebug
planétologie	planetology
grange	barn
cosmique	cosmic
roulette	caster
multipolaire	multipolar
biphényle	biphenyl
marchander	haggle
cubique	cubic
placide	calm
affirmer	aver
casseur	breaker
herboristerie	herbalism
bindi	bindi
finalement	finally
neutrophile	neutrophil
sarcoïdose	sarcoidosis
caserne	barrack
libidineux	libidinous
chaux	lime
existant	existent
picador	picador
cadence	cadenza
gynécologue	gynaecologist
autiste	autistic
colombe	dove
triplet	triplet
zeugma	zeugma
grue	crane
troubadour	troubadour
nationalité	nationality
savane	savanna
blancheur	whiteness
splendeur	splendor
empathique	empathic
bougre	bugger
linotype	linotype
bienfaisance	charity
bouffer	puff
délivrance	afterbirth
stibine	stibnite
amphithéâtre	amphitheatre
foulard	headscarf
décoction	concoction
madrigal	madrigal
indirect	indirect
chyme	chyme
berceuse	lullaby
létal	lethal
branche	bough
lépidolite	lepidolite
urgence	emergency
volatiliser	volatilize
chaumière	cabin
ammoniacal	ammoniac
chaussette	sock
mousquetaire	musketeer
courtisane	courtesan
fatigant	tiring
recommander	recommend
difficilement	difficultly
attesté	attested
façonnage	processing
dérogation	dispensation
iambique	iambic
formidable	formidable
gambit	gambit
publication	publication
globulaire	global
morsure	bite
profiler	profile
épingler	pin
plisser	pleat
digue	levee
maillé	laced
crépuscule	evening
héros	hero
entrevoir	interview
dichotomie	dichotomy
cul	roach
ramper	crawl
statine	statin
sexuel	sexual
poids	weight
marquis	marquis
aphotique	aphotic
aster	aster
essentialisme	essentialism
pipa	pipa
entrepris	undertaken
sadhu	sadhu
abracadabra	abracadabra
persuader	persuade
imprégner	imbue
contredire	deny
kiwi	kiwifruit
vanadium	vanadium
fourrer	stick
corollaire	corollary
contrebassine	gutbucket
décomposeur	decomposer
acte	exploit
noyer	drown
métonymie	metonymy
déshumaniser	dehumanize
ostensoir	monstrance
morelle	nightshade
aérodrome	airport
classable	classifiable
lucidement	lucidly
vivace	vivacious
chosification	objectification
embryon	embryo
comprimer	compress
tex	tex
coterie	coterie
snuff	snuff
olivine	olivine
vers	toward
délice	delight
hoquet	hiccups
saccharine	saccharin
syndicaliste	syndicalist
thérapeutique	therapeutic
tourneur	turner
nashi	nashi
baron	baron
aquarelliste	watercolourist
tantale	tantalum
doctorat	doctorate
escrimeur	fencer
panais	parsnip
reconquête	reconquest
titre	qualification
théodolite	theodolite
foutaises	guff
décousu	disjointed
séparation	separation
tapioca	cassava
aya	ayah
titularisation	tenure
goethite	goethite
coupable	culprit
renminbi	renminbi
bouchée	mouthful
grincheux	waspish
monosaccharide	monosaccharide
obéissant	obedient
battement	beating
notification	notification
traquenard	trap
surnom	nickname
détoner	detonate
tempérance	abstinence
planning	schedule
décréter	decree
bâclé	slapdash
incroyablement	amazingly
plaque	nameplate
écuyère	horsewoman
allogène	allochthonous
anthéridie	antheridium
buse	buzzard
terrassier	navvy
querelle	quarrel
simplement	plainly
chanter	sing
rhétorique	rhetoric
dilatoire	dilatory
bienveillant	kindly
compilation	compilation
benzaldéhyde	benzaldehyde
octogénaire	octogenarian
pénitence	penance
vocationnel	vocative
frénétique	frenetic
lyonnaise	lyonnaise
déshydraté	dehydrated
wiki	wiki
étudier	study
donner	bequeath
dispensationalisme	dispensationalism
confus	abashed
tournée	tour
nécessiter	entail
biscotte	rusk
homosexuel	homosexual
rédiger	compose
incommode	inconvenient
fort	loudly
glycolyse	glycolysis
fragmenter	fragment
pronostic	prognosis
paraphrase	paraphrase
congeler	freeze
transformé	transformed
hackamore	hackamore
ethnocide	ethnocide
chinois	chinois
otaku	otaku
génie	demon
pouët	toot
canne	stick
sensuellement	sensually
charlatanisme	charlatanry
microgravité	microgravity
virement	remittance
élever	promote
taxinomie	taxonomy
raillerie	mockery
oindre	rub
étonnamment	surprisingly
schizophrénie	schizophrenia
paperasserie	paperwork
lampassé	langued
capuchon	hood
louche	dipper
pâquis	pasture
cyclophane	cyclophane
sole	sole
meule	millstone
orpin	sedum
nanotechnologie	nanotechnology
benzodiazépine	benzodiazepine
cryptanalyste	cryptanalyst
séducteur	seducer
déontique	deontic
multiplexage	multiplexing
squaw	squaw
trochanter	trochanter
saper	undermine
esthéticien	beautician
geek	geek
supranational	supranational
pain	bread
dégoûter	disgust
thème	theme
mutuel	mutual
panspermie	panspermia
sensuel	sensual
inconsciemment	unconsciously
herpétologiste	herpetologist
clarinette	clarinet
réservé	modest
nudité	nakedness
pitaya	pitaya
acidifier	acidify
fatras	mess
duché	duchy
processus	process
fond	sound
cougar	cougar
bourgeoisie	bourgeoisie
lemming	lemming
familial	familial
taxidermiste	taxidermist
merdique	crappy
étranger	foreign
soporifique	soporific
intégrer	integrate
thermosphère	thermosphere
bentonite	bentonite
croupier	croupier
acupuncture	acupuncture
monokini	monokini
passerine	passerine
vaillance	valiance
équestre	equestrian
myrte	myrtle
caudé	tailed
farceur	prankster
orageux	stormy
inconfort	discomfort
reconnaissance	gratefulness
agrostide	agrostis
filmer	film
utilité	usefulness
lame	blade
dur	hard
crave	chough
tanner	tan
indépendant	independent
nuire	harm
affaiblir	enervate
biblique	biblical
coudre	sew
cierge	candle
berme	path
recycler	recycling
généalogique	genealogical
outrageant	insulting
placard	cupboard
habitué	habitué
syntonie	syntony
trijonction	trijunction
tenter	hazard
chambre	room
brasse	fathom
réduire	narrow
gare	timber
anciennement	formerly
mitiger	mitigate
incohérent	fissiparous
projection	screening
endémique	endemic
ouragan	hurricane
responsable	accountable
chèvrefeuille	honeysuckle
conga	conga
aggiornamento	aggiornamento
goudron	tar
théâtralement	theatrically
caftan	kaftan
opératif	operative
lazaret	lazaretto
transcendantal	transcendental
cubisme	cubism
devanture	storefront
plastron	plastron
avoir	hold
sécheresse	dryness
piquer	poke
anticolonial	anticolonial
blanche	minim
roi	chess
hélicité	helicity
hydrochimie	hydrochemistry
remerciement	gratitude
quinte	fifth
abstinent	teetotal
approprier	appropriate
argenterie	silverware
tourbillon	whirlwind
coquille	typo
fatigue	tiredness
orthomoléculaire	orthomolecular
soudoyer	bribe
bête	beast
mercantilisme	mercantilism
bilharziose	bilharziasis
prostatite	prostatitis
janissaire	janissary
surjection	surjection
réajustement	readjustment
prime	bonus
descente	gutter
amortissement	amortization
artificiellement	artificially
ruée	rush
fossette	dimple
percutané	percutaneous
acariâtre	cantankerous
boiserie	panelling
garderie	daycare
acajou	mahogany
esclave	slave
sizerin	redpoll
film	film
nodal	nodal
haché	ground
kilovolt	kilovolt
bleu	blue
aligot	aligot
alcool	alcohol
autoriser	excuse
plasma	blood
décapotable	convertible
conscience	conscious
blesser	injure
désobéissance	disobedience
bienvenu	welcome
automnal	autumnal
afficher	post
tweed	tweed
mémoire	memory
chape	cope
avare	scrooge
kana	kana
buanderie	laundry
aimable	affable
froisser	wrinkle
chant	singing
doré	gilded
état	status
injustice	unfairness
protéase	protease
canon	mortar
impuissance	impotence
malicieusement	mischievously
parasitoïde	parasitoid
courrier	mailboat
rétrécir	taper
libéralisme	liberalism
vespasienne	urinal
épieu	spear
invité	guest
soupière	tureen
sensibilisateur	sensitizing
évitable	evitable
poétique	poetics
éclisse	splint
histrionique	maudlin
opéra	opera
abcès	abscess
caisse	crate
conformité	conformity
flotte	fleet
laïka	laika
loyauté	loyal
beurk	ugh
redoutable	redoubtable
achèvement	achievement
désambiguïsation	disambiguation
prospérer	prosper
concordance	accord
blette	chard
euphonique	euphonic
laquais	footman
bécasse	woodcock
sagacité	acumen
copieur	plagiarist
prêtre	priesthood
hautain	haughty
orthopédiste	orthopedist
délicat	scrupulous
cravate	necktie
nervosité	nervous
calculateur	computer
insidieux	insidious
pléthore	galore
augure	augury
lifting	lifting
tabun	tabun
phonologie	phonology
kippa	kippah
ravage	ravage
rose	pink
percer	pierce
brassage	brewing
oléorésine	oleoresin
scénaristique	scriptwriting
orangerie	orangery
horloger	clockmaker
hâtif	hasty
paon	peacock
confrères	brethren
haploïde	haploid
visqueux	glutinous
pus	pus
conspirer	conspire
différencier	differentiate
confesser	confess
pancrace	pankration
destinateur	sender
pur	undiluted
quenouille	distaff
pulvériser	dust
limiter	throttle
choc	collision
ton	thy
corporatisme	corporatism
colonialiste	colonialist
ennemi	enemy
aniconisme	aniconism
décrit	described
hacher	chop
centreur	centering
flexion	inflection
répandre	spill
relax	relaxed
réflectance	reflectance
amphibien	amphibian
terrasse	terrace
poudreux	powdery
poursuivant	pursuer
aberration	aberration
fixement	fixedly
irrémédiable	irremediable
métallurgique	metallurgical
fraction	denominator
noyautage	entryism
inonder	inundate
cérébral	cerebral
animation	animation
bénéfique	beneficial
cartouche	cartouche
adstrat	adstratum
envergure	breadth
paléochrétien	paleochristian
pentalogie	pentalogy
almanach	almanac
greffer	graft
serpentine	serpentine
pipe	pipe
crime	crime
chaste	chaste
cible	dartboard
bandicoot	bandicoot
migraine	migraine
césaropapisme	caesaropapism
manifester	demonstrate
ellipse	ellipse
nucléotide	nucleotide
intrusif	intrusive
épître	epistle
rétablissement	reestablishment
pérennité	longevity
enrôler	enroll
cadratin	em
calende	calends
gazetier	gazetteer
armoise	wormwood
dépêcher	hurry
jobard	henpecked
pansexualité	pansexuality
pronotum	pronotum
nielle	corncockle
bâche	canvas
berceau	bassinet
visionneur	viewer
olanzapine	olanzapine
verticalement	vertically
aguiche	teaser
apnée	apnea
donnée	data
pudeur	modesty
connaître	know
refus	rejection
coprophilie	coprophilia
câble	cable
inspecteur	inspector
remboursable	redeemable
surdimensionner	oversize
trempé	soaked
grabataire	bedridden
écharpe	sash
anophèle	anopheles
cade	calentita
sanctuaire	shrine
choquant	shocking
zoochorie	zoochory
peloton	peloton
seizième	sixteenth
maxwell	maxwell
targum	targum
calanque	calanque
biogenèse	biogenesis
financier	financial
foehn	foehn
bilirubine	bilirubin
conurbation	conurbation
anapeste	anapaest
jeton	chip
bouclier	shield
exclusivement	exclusively
pénible	onerous
passer	go
rivage	shore
tétée	en
arriéré	arrear
andain	windrow
bois	clarinet
remettre	remit
damiette	damietta
superstore	superstore
ode	ode
polaire	polar
crottin	manure
déduire	deduct
prestation	service
partout	everywhere
dégagement	break
thénar	thenar
direction	steering
indic	ear
boisement	afforestation
puri	puri
hôte	host
étudiant	scholar
point	stitch
fragile	fragile
pétrochimie	petrochemistry
castrer	neuter
régresser	regress
mariage	marriage
concrètement	concretely
tête	headless
dysphasie	dysphasia
course	errand
balancier	swing
gaiement	merrily
prieure	priory
urine	excrement
moissonneur	harvester
